,id,image,title,price,bonuses,processor,camera,sim,matrix,resolution,acc,ram
1307,43102,/upload/609662.svg,"6.8"" MSI 32GB",284938,2849,8x3.5,50,2,,2560x1440,4115,
1242,43149,/upload/133274.webp,"5.2"" OPPO 32GB",91402,914,4x2.5,77,3,,,2697,3
2323,43154,/upload/864468.svg,"5.4"" Texas Instruments 224GB",118286,1182,6x3.1,95,1,OLED,,,7
1251,43181,/upload/78435.jpg,"6.6"" Motorola 256GB",247003,2470,6x4.9,,4,,,,14
1480,43212,/upload/741958.webp,"6.7"" Kingston 32GB",327471,3274,,,,AMOLED,,,9
494,43347,/upload/836593.svg,"6.7"" Micron 128GB",253014,2530,,84,,OLED,1366x1440,6625,10
213,43362,/upload/928774.jpg,"6.5"" Micron 112GB",169085,1690,6x2.3,,,AMOLED,1280x1440,,10
1401,43382,/upload/649013.jpg,"7.1"" PNY 144GB",286576,2865,2x1.8,,3,AMOLED,1280x2160,3904,7
21,43388,/upload/906155.svg,"5.4"" OPPO 64GB",485613,4856,2x1.1,67,,,,3337,
298,43491,/upload/572474.svg,"7.2"" Samsung Note 16GB",363303,3633,6x2.9,42,,,,4629,
889,43534,/upload/371564.jpeg,"5.6"" Broadcom 224GB",11348,113,4x5.0,,,IPS,1024x1366,4973,
1919,43583,/upload/543626.jpeg,"7.0"" Texas Instruments 176GB",426151,4261,,19,,OLED,,4865,11
1842,43629,/upload/862463.png,"5.5"" Sony 240GB",265240,2652,8x2.1,75,1,OLED,1280x768,3224,7
1313,43654,/upload/769564.png,"6.2"" LaCie 16GB",470690,4706,,31,2,OLED,1600x1366,2246,
155,43658,/upload/381170.svg,"5.6"" HTC 192GB",232920,2329,8x1.5,23,,AMOLED,1600x2160,6841,5
2193,43663,/upload/437067.jpeg,"5.4"" Silicon Power 192GB",179358,1793,6x4.8,37,,OLED,,5775,11
41,43680,/upload/223161.webp,"5.1"" Broadcom 32GB",83139,831,2x1.6,51,,AMOLED,1920x1366,5596,
874,43686,/upload/531436.jpg,"6.3"" MSI 32GB",293024,2930,,,,IPS,1366x1366,5729,
2197,43839,/upload/309502.jpg,"5.3"" Seagate 16GB",146156,1461,6x1.6,71,2,AMOLED,1280x1366,2598,
744,43888,/upload/953933.jpg,"5.6"" Seagate 208GB",118380,1183,,,2,AMOLED,1366x1366,,15
1967,43908,/upload/265333.jpg,"5.9"" ASUS 16GB",70295,702,6x3.2,74,2,,,,6
1212,43912,/upload/384257.jpg,"6.4"" Lenovo 192GB",486117,4861,4x4.0,104,4,,1280x2160,7488,7
612,43934,/upload/958671.svg,"5.0"" HTC 80GB",276303,2763,2x2.3,107,,,1280x2160,5143,14
248,43942,/upload/79194.png,"5.0"" Blackberry 112GB",472428,4724,8x2.5,79,4,AMOLED,2560x1200,,
1512,44017,/upload/955457.svg,"6.1"" Kingston 96GB",399196,3991,,,,AMOLED,1600x2160,,
383,44021,/upload/174360.jpeg,"6.9"" Apple 16GB",187670,1876,4x5.0,,,IPS,1366x1440,4582,
1942,44059,/upload/648851.webp,"6.8"" Dell 160GB",354194,3541,2x4.7,19,,OLED,2560x1366,,
1591,44166,/upload/386885.jpg,"6.0"" Intel 240GB",22537,225,,,4,OLED,,,7
500,44208,/upload/376518.png,"7.2"" Marvell 144GB",467578,4675,6x1.1,,,,,2144,2
1076,44215,/upload/442230.webp,"7.5"" Broadcom 208GB",226642,2266,8x4.7,,4,IPS,,7384,
1648,44219,/upload/34569.svg,"7.3"" Broadcom 96GB",236148,2361,2x1.2,74,3,IPS,2560x1200,,
1124,44357,/upload/263994.svg,"5.6"" LaCie 32GB",392447,3924,2x4.1,94,,IPS,1024x768,,
799,44364,/upload/832666.webp,"6.3"" Gigabyte 176GB",269025,2690,8x1.7,79,,OLED,,2099,
973,44389,/upload/762148.jpg,"6.1"" LaCie 112GB",242436,2424,,108,2,OLED,1280x768,,7
1463,44402,/upload/596887.jpeg,"6.3"" Texas Instruments 80GB",252010,2520,4x1.1,71,,AMOLED,,5077,10
1589,44404,/upload/867097.jpg,"5.3"" Acer 208GB",345812,3458,2x3.6,,,IPS,1600x1200,,8
370,44451,/upload/165460.jpeg,"7.2"" NVIDIA 48GB",294156,2941,8x4.5,59,4,AMOLED,1366x1366,,8
1068,44459,/upload/753967.svg,"6.5"" Microsoft 112GB",399418,3994,,35,4,AMOLED,,,14
1037,44564,/upload/54168.png,"5.7"" HTC 64GB",416265,4162,,,2,IPS,,4236,
303,44623,/upload/388192.png,"7.5"" Toshiba 192GB",303971,3039,6x2.5,,,,1600x1366,5324,11
2081,44668,/upload/684367.jpg,"6.0"" Xilinx 64GB",270712,2707,8x1.6,,2,OLED,1280x1366,6172,16
1286,44672,/upload/500483.jpg,"6.8"" Toshiba 80GB",308651,3086,2x4.8,46,,,,7562,
857,44762,/upload/665101.svg,"7.0"" NVIDIA 224GB",309433,3094,2x4.2,102,1,AMOLED,2560x1366,,16
834,44764,/upload/161724.jpg,"7.3"" Broadcom 48GB",78222,782,4x2.4,38,2,OLED,,,16
1233,44804,/upload/470013.svg,"5.5"" Intel 48GB",182401,1824,6x1.7,30,3,AMOLED,1280x1366,,
221,44841,/upload/30795.webp,"6.0"" SanDisk 80GB",92260,922,6x2.6,39,1,IPS,,4518,7
139,44844,/upload/208424.jpeg,"5.8"" iPhone 13 240GB",136708,1367,,,,IPS,1600x1200,5057,10
1397,44991,/upload/135601.png,"6.5"" ZTE 112GB",233576,2335,,50,,,1024x1440,,10
499,45123,/upload/688871.svg,"6.7"" Huawei P 224GB",126105,1261,,126,1,AMOLED,1024x1200,5886,
1845,45271,/upload/959709.jpg,"6.2"" Huawei P 80GB",298700,2987,,17,,OLED,,4262,14
1085,45314,/upload/544961.png,"6.6"" Xilinx 128GB",365903,3659,,71,3,OLED,,2726,9
1543,45327,/upload/742711.jpeg,"5.6"" Silicon Power 64GB",427797,4277,4x1.0,70,,OLED,1600x1080,,8
194,45433,/upload/351607.webp,"6.5"" Texas Instruments 112GB",52301,523,,39,4,AMOLED,1600x1440,3724,
520,45475,/upload/102046.svg,"6.5"" Lenovo 48GB",493527,4935,,,2,,2560x2160,,7
1773,45566,/upload/292668.png,"7.3"" SanDisk 80GB",238837,2388,,29,2,,2560x2160,,
860,45690,/upload/383773.jpg,"5.6"" Samsung S21 256GB",73737,737,6x3.2,,,OLED,1024x768,6725,
2332,45698,/upload/100689.jpg,"6.7"" Intel 16GB",13317,133,2x2.9,,1,OLED,1600x2160,,14
1886,45721,/upload/198239.jpg,"7.3"" NVIDIA 208GB",492254,4922,8x1.4,44,3,AMOLED,1024x2160,,
110,45747,/upload/466743.jpg,"5.0"" MSI 96GB",497455,4974,6x2.2,,2,IPS,,6039,15
240,45758,/upload/894764.svg,"6.9"" Asus 48GB",324968,3249,2x3.2,102,4,,1920x1200,,8
90,45761,/upload/47720.jpg,"6.6"" Asus 16GB",174046,1740,,118,4,,1600x1366,,
1882,45763,/upload/955825.webp,"7.0"" Google Pixel 144GB",51610,516,8x1.9,,,AMOLED,,4320,15
1611,45900,/upload/124848.jpeg,"5.9"" Samsung 48GB",213470,2134,2x2.4,26,,,,2937,
133,45954,/upload/157347.png,"6.3"" Micron 240GB",282362,2823,4x4.3,90,2,AMOLED,,7233,9
686,46021,/upload/861647.png,"7.1"" Samsung Note 64GB",244843,2448,,28,1,AMOLED,1920x2160,3204,7
1996,46028,/upload/590669.webp,"5.5"" PNY 128GB",29691,296,,,1,IPS,,7747,16
851,46033,/upload/737973.jpg,"7.4"" Broadcom 128GB",46687,466,8x2.7,51,,,,4636,6
584,46073,/upload/693589.png,"6.1"" Nokia 128GB",473231,4732,2x3.9,114,,,1024x1440,6468,
192,46152,/upload/759929.png,"5.9"" Nokia 176GB",329622,3296,,19,4,OLED,1280x1440,2690,
1248,46161,/upload/391187.svg,"5.4"" Toshiba 192GB",296313,2963,2x2.3,,3,OLED,,,2
1920,46200,/upload/251220.svg,"5.2"" Seagate 16GB",142157,1421,,95,4,,,5880,5
939,46263,/upload/94207.svg,"7.2"" Microsoft 160GB",237891,2378,,118,,OLED,,2867,
2216,46264,/upload/921488.jpg,"5.6"" Corsair 96GB",298462,2984,,,1,AMOLED,,3502,
1704,46276,/upload/691362.svg,"5.2"" PNY 256GB",173268,1732,2x1.2,,1,OLED,1280x2160,,
101,46313,/upload/217921.png,"5.8"" HGST 112GB",416628,4166,,,,,1920x1366,6676,14
1847,46343,/upload/100692.svg,"7.4"" Xiaomi Mi 96GB",386847,3868,2x4.8,125,2,,1366x1080,,
668,46421,/upload/201732.png,"7.0"" SanDisk 32GB",55224,552,,54,,,,5955,10
1190,46484,/upload/507509.svg,"6.1"" Dell 192GB",159216,1592,,66,1,IPS,1366x1200,,12
234,46523,/upload/819362.svg,"5.8"" PNY 80GB",239502,2395,8x2.9,128,2,,1366x1440,3696,
1615,46583,/upload/111074.png,"5.7"" ASUS 192GB",332908,3329,2x1.2,,3,,,,13
693,46592,/upload/534973.jpeg,"5.0"" Motorola 48GB",320051,3200,,,4,OLED,2560x1200,6207,
1681,46700,/upload/676930.jpg,"5.9"" Gigabyte 208GB",457652,4576,,,,IPS,1024x1200,7982,
490,46710,/upload/656418.webp,"6.2"" LaCie 112GB",347273,3472,,84,4,AMOLED,,,14
251,46820,/upload/75156.jpeg,"7.2"" Seagate 32GB",151435,1514,,61,,AMOLED,,,14
1903,46823,/upload/340553.webp,"5.9"" Seagate 144GB",260273,2602,8x1.2,,1,,1920x1440,4082,6
407,46828,/upload/685851.svg,"6.2"" Dell 192GB",47685,476,,34,,IPS,1920x1080,,14
119,46835,/upload/807074.png,"5.3"" LaCie 128GB",159695,1596,,62,2,,1280x1440,,
255,46838,/upload/871642.jpeg,"7.1"" Micron 192GB",355753,3557,8x1.1,116,4,OLED,,3628,10
1332,46884,/upload/386736.webp,"5.3"" Blackberry 192GB",243081,2430,8x2.1,20,1,,,2133,2
1324,46898,/upload/257825.svg,"6.3"" VIVO 64GB",40449,404,,20,4,,1280x1440,4005,
738,46975,/upload/952508.svg,"6.6"" LG 96GB",202487,2024,2x4.3,,1,,2560x2160,7077,
1157,46991,/upload/334950.jpeg,"7.0"" Dell 208GB",215616,2156,,,1,,,,3
1051,47023,/upload/151176.webp,"7.5"" Xiaomi Mi 128GB",130143,1301,4x1.9,69,2,,2560x2160,2435,7
628,47032,/upload/853746.jpg,"5.0"" Xiaomi Mi 256GB",413676,4136,2x4.5,125,1,OLED,,,11
985,47038,/upload/685350.png,"5.4"" Gigabyte 16GB",165713,1657,6x1.1,27,,,,3583,
52,47061,/upload/910016.jpg,"7.0"" HTC 144GB",460749,4607,,,1,IPS,,4582,10
1250,47158,/upload/137420.png,"5.6"" Motorola 144GB",366993,3669,4x5.0,,3,,1024x1440,4621,13
1758,47192,/upload/318515.webp,"6.4"" ASUS 48GB",346281,3462,4x1.7,103,3,OLED,2560x1440,3892,8
800,47400,/upload/856814.webp,"7.0"" OCZ 144GB",229183,2291,4x3.1,116,,IPS,1600x1366,4682,
304,47402,/upload/772132.jpg,"7.5"" iPhone 12 16GB",396813,3968,,16,4,OLED,1366x1440,5503,2
1717,47431,/upload/917438.svg,"5.2"" Alcatel 160GB",53803,538,,55,2,,2560x2160,,
523,47454,/upload/590933.png,"7.3"" Acer 48GB",81565,815,,120,4,,,4164,2
124,47481,/upload/79929.svg,"6.0"" Gigabyte 80GB",125573,1255,6x3.2,79,,AMOLED,1366x1080,6567,9
1547,47507,/upload/688325.webp,"6.2"" Transcend 48GB",262501,2625,,111,4,IPS,1366x1200,,14
561,47527,/upload/726633.png,"7.3"" Samsung 64GB",201314,2013,,29,1,IPS,,,16
2265,47537,/upload/520475.svg,"7.4"" Lenovo 128GB",462314,4623,4x1.8,,1,,,,
1388,47581,/upload/468956.jpg,"5.1"" Seagate 208GB",435365,4353,8x3.9,92,3,,2560x1200,3326,
2186,47605,/upload/868132.jpeg,"5.0"" Motorola 256GB",413633,4136,,116,1,,,5190,
1343,47652,/upload/146855.webp,"5.9"" LaCie 256GB",215577,2155,2x3.0,24,4,,2560x1366,2954,11
1330,47762,/upload/386455.png,"6.3"" Corsair 96GB",298859,2988,2x4.6,55,3,,1280x1440,,
1143,47824,/upload/124507.webp,"6.2"" ZTE 64GB",485184,4851,,,,,,7767,10
40,47831,/upload/500016.png,"6.6"" Texas Instruments 16GB",210151,2101,4x2.3,18,,,1366x768,,14
1554,47842,/upload/509056.png,"5.6"" Motorola 16GB",409461,4094,,,,,,,12
627,47913,/upload/131313.png,"6.8"" ZTE 32GB",499732,4997,4x2.6,,,,,6028,
1372,47985,/upload/802366.png,"6.1"" Micron 176GB",407170,4071,,64,,,2560x2160,5602,14
1961,48076,/upload/502956.png,"5.1"" Huawei P 224GB",482434,4824,6x3.8,17,2,IPS,1600x2160,6989,7
2083,48119,/upload/410451.jpg,"5.1"" Xilinx 96GB",393764,3937,,86,,,,,15
589,48173,/upload/766972.png,"6.8"" Seagate 80GB",483898,4838,2x4.0,103,3,,,,
839,48197,/upload/144045.jpg,"5.0"" SanDisk 144GB",109375,1093,4x3.1,50,,OLED,1920x2160,4835,14
1868,48230,/upload/340524.png,"6.1"" Dell 224GB",191128,1911,8x1.3,67,,,1366x2160,4666,
2294,48254,/upload/837295.png,"7.3"" Gigabyte 96GB",308669,3086,,,,IPS,1280x768,,
158,48272,/upload/389115.png,"5.4"" Google Pixel 64GB",361644,3616,8x1.3,,4,IPS,1280x1366,,2
82,48318,/upload/635984.jpeg,"5.5"" Blackberry 32GB",370346,3703,,122,,,1366x1440,2093,16
1064,48326,/upload/156361.webp,"6.8"" Lenovo 256GB",343420,3434,,107,,,1366x1366,6304,8
1878,48337,/upload/792295.jpg,"5.3"" LaCie 112GB",42818,428,,89,2,,1280x1200,,6
2324,48345,/upload/540934.png,"6.7"" Silicon Power 48GB",486062,4860,2x5.0,105,1,,,,4
289,48363,/upload/230923.jpg,"5.7"" iPhone 13 64GB",34605,346,6x3.6,,3,IPS,,2157,
1456,48378,/upload/225380.jpeg,"5.8"" Microsoft 192GB",258394,2583,2x4.6,,,AMOLED,,,
922,48378,/upload/917037.jpg,"6.3"" Toshiba 192GB",135746,1357,4x4.5,,1,,1366x1366,4380,9
747,48398,/upload/334675.svg,"7.5"" Transcend 48GB",350604,3506,4x3.5,,2,,,4322,
909,48399,/upload/41984.webp,"6.7"" Kingston 80GB",201667,2016,,82,,OLED,,7341,5
89,48403,/upload/439161.svg,"5.7"" IBM 208GB",103811,1038,,,2,IPS,,,12
599,48412,/upload/18909.png,"7.1"" iPhone 12 48GB",80967,809,,,,AMOLED,1366x768,5929,15
1010,48429,/upload/574304.jpg,"6.4"" Transcend 160GB",189298,1892,8x4.9,111,,OLED,1366x1080,4705,16
1988,48466,/upload/680909.png,"5.3"" Samsung Note 208GB",142569,1425,8x2.2,,3,IPS,2560x1080,3760,
1907,48562,/upload/76433.jpeg,"6.0"" Samsung Note 16GB",155021,1550,4x3.0,,,,1920x1080,2635,
1816,48565,/upload/363245.jpg,"5.3"" Sony 64GB",37782,377,6x3.6,75,1,IPS,2560x1440,3947,8
1558,48586,/upload/863677.png,"6.3"" Sony 144GB",390495,3904,2x3.5,98,3,AMOLED,1280x1440,,
1932,48592,/upload/941695.jpeg,"5.0"" Seagate 224GB",393452,3934,,,,,1920x1366,7968,
1522,48602,/upload/55760.webp,"6.4"" Alcatel 112GB",209955,2099,,52,,,1024x1080,,
1391,48609,/upload/241533.svg,"5.9"" Xiaomi Mi 224GB",152152,1521,8x4.8,,1,AMOLED,2560x2160,2313,
497,48642,/upload/283949.jpeg,"6.2"" OPPO 16GB",463180,4631,4x1.8,50,1,IPS,1280x1200,,
3,48647,/upload/829721.svg,"6.3"" ARM 240GB",18570,185,,110,,OLED,,5206,
2016,48649,/upload/769712.webp,"6.3"" ZTE 208GB",306173,3061,6x2.4,,,OLED,1280x1440,,
1460,48687,/upload/934961.png,"6.2"" Dell 16GB",347302,3473,,73,,,,5712,
389,48767,/upload/360915.png,"6.4"" Xiaomi Mi 32GB",66178,661,2x1.4,,1,,1024x768,2921,8
2157,48831,/upload/291778.svg,"7.5"" OPPO 16GB",119071,1190,6x1.3,,3,AMOLED,,3886,12
843,48851,/upload/912087.png,"7.5"" Plextor 144GB",422548,4225,,82,3,AMOLED,1024x768,4588,12
1803,48941,/upload/83804.png,"5.7"" iPhone 13 128GB",259649,2596,8x2.5,,4,IPS,,,5
1769,48954,/upload/889692.jpeg,"6.8"" LG 176GB",351900,3519,,,4,,,7523,3
963,49049,/upload/279663.png,"7.4"" Blackberry 80GB",200013,2000,6x3.6,,4,,1366x2160,,13
186,49153,/upload/913336.jpeg,"7.4"" Sony 32GB",414801,4148,6x3.8,70,3,,1600x1440,,9
169,49217,/upload/307670.png,"5.5"" Acer 64GB",148131,1481,,,3,,1366x1080,4298,2
2017,49267,/upload/471260.png,"5.7"" Nokia 128GB",17915,179,4x2.8,,4,,,4845,6
1052,49274,/upload/777438.png,"5.2"" Samsung Note 208GB",220887,2208,6x2.9,79,,,1024x1080,4357,15
1225,49277,/upload/443769.png,"7.2"" OPPO 112GB",143220,1432,6x1.5,53,1,AMOLED,1366x1440,2682,4
618,49365,/upload/930739.jpeg,"7.4"" NVIDIA 64GB",31822,318,,107,,AMOLED,,,3
1323,49409,/upload/180808.jpg,"6.8"" Fujitsu 224GB",348114,3481,,55,3,AMOLED,1920x768,2446,
142,49442,/upload/289943.jpeg,"7.2"" Broadcom 128GB",325484,3254,6x1.2,,,AMOLED,2560x1200,4413,4
17,49519,/upload/15033.webp,"5.1"" OPPO 176GB",153576,1535,6x1.5,,,AMOLED,1600x1440,6146,
689,49548,/upload/330051.svg,"5.7"" Samsung 32GB",213394,2133,4x2.9,68,4,,1024x768,7244,5
1809,49574,/upload/967251.png,"5.0"" Samsung Note 224GB",399847,3998,4x3.7,,1,OLED,1366x768,4248,
345,49631,/upload/602376.jpg,"5.5"" Hewlett-Packard 32GB",193158,1931,,,,OLED,1366x1440,4651,2
1327,49650,/upload/532397.jpg,"5.4"" Google Pixel 112GB",414837,4148,6x4.6,,2,,,,
19,49667,/upload/146741.png,"7.3"" Corsair 240GB",442481,4424,6x1.1,115,,OLED,,6003,
1344,49668,/upload/955440.jpeg,"6.2"" Fujitsu 240GB",419762,4197,,48,2,AMOLED,,,7
1536,49673,/upload/294600.svg,"6.6"" ZTE 240GB",323378,3233,6x3.7,,2,,1920x768,,5
1444,49675,/upload/634463.svg,"7.1"" ASUS 80GB",470866,4708,8x4.6,,,,1280x1366,,10
979,49759,/upload/781752.jpeg,"7.5"" Motorola 32GB",329627,3296,4x1.0,,1,OLED,1024x1366,,
959,49807,/upload/618889.jpg,"6.3"" VIVO 160GB",325998,3259,,,,,1024x1080,,16
1375,49836,/upload/384369.jpeg,"5.3"" Toshiba 80GB",258502,2585,8x1.3,25,3,,,2776,
1965,49874,/upload/261905.png,"5.4"" Micron 112GB",498559,4985,8x1.4,113,2,AMOLED,1600x1440,,
676,49963,/upload/429544.png,"5.6"" Samsung Note 64GB",116399,1163,4x4.2,,,OLED,1366x2160,,
398,49965,/upload/41795.jpg,"7.0"" Plextor 112GB",94767,947,,67,,,1024x768,,
578,49994,/upload/60899.png,"7.2"" ZTE 208GB",64837,648,,,,AMOLED,1366x768,,
1231,50036,/upload/247840.jpeg,"7.3"" MSI 80GB",414799,4147,4x2.6,61,2,IPS,1280x1200,6702,8
1261,50055,/upload/115094.png,"7.1"" Plextor 128GB",365926,3659,6x3.0,70,3,AMOLED,1600x1440,3712,
696,50059,/upload/209377.jpg,"5.2"" Broadcom 224GB",472285,4722,,,2,OLED,1920x1200,,14
2284,50113,/upload/735299.jpeg,"5.6"" Transcend 176GB",209055,2090,,,,,1366x1200,5386,6
1266,50192,/upload/465900.jpeg,"7.5"" ZTE 240GB",204459,2044,6x2.7,,4,,1280x1366,,
2014,50303,/upload/493850.svg,"6.8"" Hewlett-Packard 32GB",325429,3254,4x1.8,71,2,AMOLED,,,
838,50310,/upload/469598.webp,"7.2"" Seagate 96GB",138611,1386,,35,2,OLED,1024x768,6861,
863,50376,/upload/17191.png,"6.2"" Asus 48GB",415522,4155,4x1.9,,1,,2560x768,6573,14
2023,50378,/upload/462678.png,"6.2"" Samsung Note 208GB",252024,2520,8x3.7,50,,,1600x1200,2026,11
2137,50388,/upload/285878.webp,"7.3"" Plextor 48GB",112299,1122,,71,3,,2560x1440,5232,
2288,50408,/upload/837390.webp,"7.4"" Dell 240GB",281952,2819,2x2.2,,2,,,,14
859,50580,/upload/369227.png,"6.5"" Google Pixel 160GB",96027,960,2x3.5,,3,,,4233,
2305,50580,/upload/960410.jpeg,"6.9"" LG 96GB",295452,2954,4x3.2,82,,,1920x2160,2998,12
563,50629,/upload/337640.jpg,"6.3"" Dell 80GB",413997,4139,,,3,,1920x1366,5360,
154,50705,/upload/18902.jpg,"6.3"" Nokia 160GB",391606,3916,,,4,,1366x1366,6466,14
1726,50729,/upload/508896.svg,"5.7"" Toshiba 64GB",497844,4978,2x5.0,64,,,2560x1366,4229,8
1192,50767,/upload/21658.png,"7.5"" SanDisk 80GB",235399,2353,,127,,,,,
1685,50775,/upload/498923.jpg,"7.1"" Asus 160GB",379090,3790,,25,,IPS,1600x2160,7870,
1441,50777,/upload/545235.svg,"5.9"" Google Pixel 80GB",52831,528,2x2.4,97,1,OLED,2560x1080,7567,
1582,50808,/upload/471475.jpg,"5.1"" Samsung Note 128GB",487191,4871,4x3.2,35,4,AMOLED,1280x1366,,16
1709,50845,/upload/217677.jpg,"7.4"" Western Digital 32GB",295702,2957,4x4.0,80,,AMOLED,1280x1366,,
415,50991,/upload/25130.jpg,"7.5"" Dell 208GB",99090,990,4x4.0,,,IPS,,,
1134,51005,/upload/614437.svg,"6.4"" Intel 176GB",23954,239,8x4.5,34,3,OLED,1920x1200,5307,
116,51038,/upload/506625.png,"6.3"" ADATA 144GB",419155,4191,8x3.5,64,3,IPS,,7619,13
1797,51051,/upload/689683.jpeg,"6.3"" Seagate 80GB",109858,1098,8x4.4,91,2,,,,
7,51083,/upload/384192.jpg,"5.6"" HGST 32GB",127018,1270,,38,2,IPS,1920x1366,6571,15
79,51101,/upload/813416.png,"5.8"" PNY 32GB",369604,3696,8x2.5,57,,IPS,2560x1366,5983,13
995,51256,/upload/28953.png,"7.0"" ARM 32GB",125071,1250,,,,,,6361,12
424,51258,/upload/316083.jpg,"5.0"" Nokia 176GB",418826,4188,6x1.4,,,OLED,,,6
2051,51266,/upload/689652.svg,"6.9"" Alcatel 16GB",192944,1929,,16,2,,1366x768,2012,
2053,51286,/upload/729495.png,"7.4"" Samsung 32GB",244095,2440,,,,,1024x1366,3632,6
355,51289,/upload/538293.svg,"5.2"" iPhone 12 16GB",484527,4845,,,3,OLED,1920x1366,2558,7
2156,51301,/upload/747474.png,"6.9"" OCZ 176GB",79913,799,,113,,IPS,,4248,13
661,51307,/upload/885669.png,"6.8"" Motorola 128GB",127852,1278,2x4.6,,3,AMOLED,,,10
1610,51323,/upload/220304.png,"7.2"" Plextor 144GB",496333,4963,4x2.6,62,2,OLED,1024x1440,,8
1689,51350,/upload/314935.webp,"5.5"" LG 176GB",459523,4595,4x2.1,,,,1024x2160,6195,
802,51369,/upload/172241.jpeg,"5.0"" Intel 144GB",369176,3691,,113,1,,1280x1200,7260,16
1380,51392,/upload/94653.webp,"7.2"" Motorola 176GB",375230,3752,8x4.3,,,,,4624,14
293,51454,/upload/684600.webp,"5.9"" Texas Instruments 16GB",223590,2235,4x1.0,,,,2560x2160,6290,8
588,51523,/upload/286320.svg,"5.3"" NVIDIA 48GB",424342,4243,8x1.9,36,3,IPS,2560x2160,6868,
319,51565,/upload/405447.png,"5.9"" OPPO 128GB",294138,2941,8x2.6,29,4,AMOLED,1366x1366,2856,
165,51566,/upload/761082.png,"6.2"" Lenovo 192GB",381670,3816,,,4,,1920x1200,,
2080,51597,/upload/877032.svg,"7.1"" ADATA 112GB",272879,2728,4x4.0,59,,,,5186,3
522,51618,/upload/817019.webp,"6.3"" Samsung S21 176GB",408874,4088,8x2.1,30,1,,1600x1200,,11
363,51649,/upload/949599.webp,"6.6"" Apple 192GB",294108,2941,8x3.4,25,2,,,2002,
1921,51691,/upload/448236.jpg,"6.7"" Nokia 144GB",404797,4047,4x5.0,120,,,,5090,
42,51697,/upload/471261.svg,"6.2"" Acer 176GB",126421,1264,,,2,OLED,1600x2160,5064,13
1484,51730,/upload/386244.jpg,"6.7"" OCZ 16GB",107268,1072,4x1.8,105,1,,,7682,5
1419,51818,/upload/444454.png,"6.5"" Toshiba 240GB",343740,3437,,,4,IPS,1024x1080,4360,11
1268,51927,/upload/632722.jpg,"6.5"" Xiaomi Mi 112GB",441024,4410,,,4,IPS,1920x768,,16
1067,52051,/upload/237715.png,"5.2"" HGST 112GB",384308,3843,4x4.9,81,4,IPS,1280x2160,,7
2060,52089,/upload/615630.jpg,"5.9"" Micron 128GB",396545,3965,2x1.6,,2,OLED,1280x1440,7154,5
1894,52136,/upload/354575.jpeg,"7.5"" Micron 16GB",391292,3912,,,,IPS,1024x2160,,15
1763,52165,/upload/890335.png,"7.0"" LaCie 160GB",125134,1251,6x3.1,67,3,IPS,,2141,13
104,52188,/upload/184861.svg,"5.9"" Seagate 192GB",63097,630,,58,,AMOLED,,,3
1296,52193,/upload/572514.jpg,"7.0"" Plextor 256GB",222438,2224,4x3.5,,,OLED,2560x1366,,13
1617,52206,/upload/545185.png,"6.3"" Google Pixel 64GB",191900,1919,,108,3,OLED,,3912,15
1749,52251,/upload/271013.jpeg,"7.0"" Broadcom 64GB",234405,2344,8x2.0,43,,,1366x1440,7518,11
984,52263,/upload/344630.jpg,"5.1"" Dell 80GB",381507,3815,,,4,OLED,2560x1366,,8
1378,52264,/upload/209397.jpeg,"6.1"" Plextor 192GB",77207,772,8x1.7,,3,OLED,,2970,
2030,52372,/upload/350949.svg,"6.3"" Intel 208GB",182934,1829,6x2.5,80,1,,1280x1080,7990,
899,52387,/upload/466442.svg,"5.9"" Intel 112GB",271152,2711,,71,3,,1366x1200,,
420,52389,/upload/155781.jpg,"5.6"" Samsung 160GB",45527,455,8x1.1,57,2,AMOLED,2560x1200,5404,4
450,52582,/upload/114062.png,"5.0"" Samsung 192GB",197453,1974,4x1.7,75,3,,1920x1080,3444,
918,52813,/upload/228360.jpeg,"6.6"" ZTE 160GB",396375,3963,4x3.5,,,AMOLED,2560x1200,7379,2
622,52820,/upload/424480.jpg,"7.4"" Alcatel 64GB",406836,4068,2x2.8,62,3,OLED,,6659,
1741,52968,/upload/333220.jpg,"7.5"" iPhone X 128GB",47635,476,6x3.7,93,1,OLED,,,
858,52977,/upload/988781.svg,"5.8"" Nokia 48GB",365691,3656,4x4.3,16,1,,,,
1831,53005,/upload/839940.jpg,"6.6"" Hewlett-Packard 176GB",415927,4159,8x2.3,106,,OLED,1366x1080,,6
2065,53032,/upload/258288.svg,"7.5"" Blackberry 176GB",226529,2265,2x4.7,112,1,OLED,,6113,11
869,53032,/upload/51023.jpg,"6.2"" Gigabyte 144GB",237758,2377,2x2.4,47,1,IPS,,5735,2
2169,53046,/upload/744797.jpg,"5.4"" HGST 256GB",162824,1628,6x1.4,,,,1024x1080,4193,11
259,53060,/upload/557326.png,"7.2"" iPhone 13 16GB",362753,3627,,43,2,IPS,2560x1366,,
1046,53077,/upload/291085.jpeg,"6.0"" Qualcomm 176GB",100153,1001,6x1.2,,4,,1366x768,4502,13
965,53101,/upload/599439.svg,"7.1"" Xilinx 32GB",283790,2837,2x4.8,123,,,1920x2160,4446,10
521,53115,/upload/677814.webp,"6.7"" Intel 16GB",47494,474,,21,2,,1280x1366,5131,4
